Date,^GSPC,r,pnl,f_r,f_pnl
1990-04-10,342.07000732421875,0.0020505967631716526,0.70001220703125,-0.21068813254871424,-0.21271901821353673
1990-04-11,341.9200134277344,-0.0004384888861133085,-0.149993896484375,0.20665265640693337,0.20626027714638923
1990-04-12,344.3399963378906,0.007077628729292629,2.41998291015625,0.59732439740312,0.5970646686334443
1990-04-16,344.739990234375,0.001161624849678633,0.399993896484375,0.9501884162784563,0.9500049640479746
1990-04-17,344.67999267578125,-0.0001740371302817456,-0.05999755859375,0.6351799001288886,0.6354512485348184
1990-04-18,340.7200012207031,-0.01148889270983311,-3.959991455078125,-0.11493185417986694,-0.1168424888484116
1990-04-19,338.0899963378906,-0.007718962413095665,-2.6300048828125,-0.3017191711706807,-0.3022905736497863
1990-04-20,335.1199951171875,-0.008784646848097988,-2.970001220703125,-0.9689765923381345,-0.9658133648776993
1990-04-23,331.04998779296875,-0.01214492535068079,-4.07000732421875,-1.687779398960578,-1.689553200927039
1990-04-24,330.3599853515625,-0.002084284751092569,-0.69000244140625,-2.110163971462431,-2.0988728485630257
1990-04-25,332.0299987792969,0.005055132285337605,1.670013427734375,-0.7607546261344039,-0.7683836748843048
1990-04-26,332.9200134277344,0.0026805248071246623,0.8900146484375,-0.4167195773010833,-0.4212742732917462
1990-04-27,329.1099853515625,-0.011444274668092058,-3.810028076171875,-0.4527087406850176,-0.4550100469008336
1990-04-30,330.79998779296875,0.005135068872495374,1.69000244140625,-0.018875458166614886,-0.021608255351073167
1990-05-01,332.25,0.004383350243467143,1.45001220703125,0.16329118596174336,0.1599440358536338
1990-05-02,334.4800109863281,0.006711846459979354,2.230010986328125,0.20244645371410278,0.19987815743766651
1990-05-03,335.57000732421875,0.003258778707512011,1.089996337890625,0.21730769695750468,0.215335022446961
1990-05-04,338.3900146484375,0.00840363340783945,2.82000732421875,2.7658592747578585,2.730352584324277
1990-05-07,340.5299987792969,0.006324016780112851,2.139984130859375,2.8770136195653384,2.85304517302739
1990-05-08,342.010009765625,0.004346198548244029,1.480010986328125,2.8639307438611334,2.8844345564106697
1990-05-09,342.8599853515625,0.002485235992127688,0.8499755859375,2.064821819830918,2.083564378077279
1990-05-10,343.82000732421875,0.0028000408728707793,0.96002197265625,1.9547241611461799,1.9885268163242875
1990-05-11,352.0,0.0237914970086881,8.17999267578125,0.8846737997835037,0.8798966313280253
1990-05-14,354.75,0.0078125,2.75,0.9221919402861756,0.9243268803163533
1990-05-15,354.2799987792969,-0.0013248801147375255,-0.470001220703125,0.7204626684902249,0.7218479267996085
1990-05-16,354.0,-0.000790331885123785,-0.279998779296875,0.6237298203096407,0.6247271697486295
1990-05-17,354.4700012207031,0.0013276870641332206,0.470001220703125,0.5867927162371736,0.5889994405685648
1990-05-18,354.6400146484375,0.0004796271254234874,0.170013427734375,0.4079549511396642,0.40743372282663154
1990-05-21,358.0,0.009474354874740687,3.3599853515625,0.416949763150707,0.41684424913056156
1990-05-22,358.42999267578125,0.0012010968597242488,0.42999267578125,0.5736098963106316,0.5741870548100164
1990-05-23,359.2900085449219,0.0023993970558109368,0.860015869140625,0.8051754369666098,0.8074825602578226
1990-05-24,358.4100036621094,-0.0024492884908667856,-0.8800048828125,0.5012748796080204,0.5005672491662159
1990-05-25,354.5799865722656,-0.01068613334089441,-3.83001708984375,-0.0016441997933261997,-0.004565768756791154
1990-05-29,360.6499938964844,0.01711886613482516,6.07000732421875,0.15001081252837495,0.14726669510301374
1990-05-30,360.8599853515625,0.0005822583075889565,0.209991455078125,0.13765287150114824,0.13493300296136582
1990-05-31,361.2300109863281,0.0010253994618028006,0.370025634765625,0.1106679245005821,0.10790629304215188
1990-06-01,363.1600036621094,0.005342835913636934,1.92999267578125,0.26720957911362825,0.26629506182565404
1990-06-04,367.3999938964844,0.011675267627544006,4.239990234375,1.0016191694911603,1.0084441321451147
1990-06-05,366.6400146484375,-0.002068533643636905,-0.759979248046875,0.6157201251231278,0.6128539284822032
1990-06-06,364.9599914550781,-0.0045822145053379115,-1.680023193359375,0.3545274455750248,0.3506284840951597
1990-06-07,363.1499938964844,-0.004959441037296619,-1.80999755859375,0.14967219185907626,0.14607585587397356
1990-06-08,358.7099914550781,-0.012226359675148069,-4.44000244140625,-0.2780457063445152,-0.28002332501065264
1990-06-11,361.6300048828125,0.008140318076699238,2.920013427734375,-0.4268556542603194,-0.4341768896504052
1990-06-12,366.25,0.012775475084498611,4.6199951171875,-0.016547047717033973,-0.020912125369771776
1990-06-13,364.8999938964844,-0.0036860234908276945,-1.350006103515625,0.0008611191376886674,-0.0032454133161918144
1990-06-14,362.8999938964844,-0.005480953777618813,-2.0,-0.009292605731696968,-0.01343590079458236
1990-06-15,362.9100036621094,2.7582710921292275e-05,0.010009765625,0.30072009714856723,0.29622101571873494
1990-06-18,356.8800048828125,-0.01661568630913568,-6.029998779296875,-0.24495596190132962,-0.2473267451926417
1990-06-19,358.4700012207031,0.0044552687629915155,1.589996337890625,-0.5401209147292817,-0.5449935094246122
1990-06-20,359.1000061035156,0.0017574828595618985,0.6300048828125,-0.3798691787565927,-0.38370354117102606
1990-06-21,360.4700012207031,0.0038150796265723486,1.3699951171875,-0.1502640823548779,-0.15372102644565577
1990-06-22,355.42999267578125,-0.013981769711361003,-5.040008544921875,-0.3993715957896131,-0.40207581126347974
1990-06-25,352.30999755859375,-0.008778086209605629,-3.1199951171875,-0.3056571778931023,-0.30568378611626523
1990-06-26,352.05999755859375,-0.0007096023437666021,-0.25,-0.47552906347838136,-0.47404580001566693
1990-06-27,355.1400146484375,0.008748557379999244,3.08001708984375,-0.23645779057337732,-0.2403704745073443
1990-06-28,357.6300048828125,0.00701129169248893,2.489990234375,-0.15678974268844179,-0.1618369523585243
1990-06-29,358.0199890136719,0.0010904681529368965,0.389984130859375,0.2116600031273026,0.21018927062556897
1990-07-02,359.5400085449219,0.004245627556823228,1.52001953125,1.0331897338281015,1.0383703545255907
1990-07-03,360.1600036621094,0.0017244120332995383,0.6199951171875,1.3803641437304646,1.3927956333948488
1990-07-05,355.67999267578125,-0.01243894641485821,-4.480010986328125,0.04349054849063092,0.04006770203156371
