,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.10189780281848586,2.36610992472369
1,Markowitz,cost,0.0449007952045066,0.033217593891482836
2,Markowitz,risk,0.33313506719264324,0.2873511286903058
3,Markowitz,value,0.6130389168106247,16.727088488590045
4,Markowitz,wealth,0.5681381216061182,16.72875051471642
5,Markowitz,wealth_net_risk,0.235003054413475,16.739083189265628
6,GP,sharpe_ratio,0.07021319790508539,2.364481977900658
7,GP,cost,0.12427839814235399,0.09067798477905095
8,GP,risk,0.19420950423885225,0.15020340847133817
9,GP,value,0.38248298329656466,12.578097296785101
10,GP,wealth,0.25820458515421063,12.582325360817318
11,GP,wealth_net_risk,0.06399508091535842,12.591224960864249
12,RL,sharpe_ratio,0.09276889740360929,2.3596099395732
13,RL,cost,0.7499060021016403,1.0607574793904033
14,RL,risk,2.0391658448506726,0.31738734597058643
15,RL,value,2.47761104782993,42.39726723271437
16,RL,wealth,1.72770504572829,42.40824268247873
17,RL,wealth_net_risk,-0.3114607991223824,42.40756352563292
