,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.11173016309822924,2.3517300492799387
1,Markowitz,cost,0.044549074612114714,0.034392834122541426
2,Markowitz,risk,0.3310213747807488,0.2817438031061151
3,Markowitz,value,0.7000943456603388,16.586772308826266
4,Markowitz,wealth,0.655545271048224,16.587147043833802
5,Markowitz,wealth_net_risk,0.3245238962674752,16.59028189903185
6,GP,sharpe_ratio,0.10456983460663974,2.34988721227734
7,GP,cost,0.12319389497377502,0.09227977614728444
8,GP,risk,0.1928465867586896,0.14969899683172003
9,GP,value,0.5456047510517296,12.437408378848541
10,GP,wealth,0.4224108560779545,12.436209877922368
11,GP,wealth_net_risk,0.229564269319265,12.439012922185482
12,RL,sharpe_ratio,0.12127432258591428,2.369787015209162
13,RL,cost,0.28718347728651256,0.3118850045918331
14,RL,risk,1.9580957270811883,0.2968841161668599
15,RL,value,2.3339696015805114,41.47615993435387
16,RL,wealth,2.0467861242939986,41.47644232542691
17,RL,wealth_net_risk,0.08869039721281037,41.47739396068158
