,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.09087509624683887,2.3740628970938897
1,Markowitz,cost,0.0446228143041109,0.014443547916857489
2,Markowitz,risk,0.3072632728681471,0.2443144461464868
3,Markowitz,value,0.7028081475765986,16.692290187959703
4,Markowitz,wealth,0.6581853332724877,16.69216447164378
5,Markowitz,wealth_net_risk,0.3509220604043406,16.686871775797275
6,GP,sharpe_ratio,0.09449074992903754,2.35656367593441
7,GP,cost,0.12400979927975772,0.034814727766735304
8,GP,risk,0.18304271054135038,0.11256327137483105
9,GP,value,0.7068476782088602,12.742217914167965
10,GP,wealth,0.5828378789291024,12.741904478979105
11,GP,wealth_net_risk,0.3997951683877521,12.738344761616997
12,RL,sharpe_ratio,0.11691957830615438,2.369118118469788
13,RL,cost,0.11916056826394288,0.023080688159356547
14,RL,risk,0.2768173491077009,0.15234537506455575
15,RL,value,0.9271021699247023,15.691221034847208
16,RL,wealth,0.8079416016607593,15.691235217120125
17,RL,wealth_net_risk,0.5311242525530584,15.6892243210855
