,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.10484994825854878,2.337743576787581
1,Markowitz,cost,0.04477023128929436,0.0321991296693199
2,Markowitz,risk,0.32908540598674174,0.26880001011126126
3,Markowitz,value,0.7383293693079777,16.589492452499698
4,Markowitz,wealth,0.6935591380186834,16.590169611206502
5,Markowitz,wealth_net_risk,0.36447373203194167,16.59456162741375
6,GP,sharpe_ratio,0.10304793696456764,2.340191397283531
7,GP,cost,0.12452663379170176,0.0898740178964497
8,GP,risk,0.19213471760551357,0.1382140969267853
9,GP,value,0.5959189177995787,12.499273615956511
10,GP,wealth,0.4713922840078771,12.499297857063533
11,GP,wealth_net_risk,0.2792575664023635,12.502898327558212
12,RL,sharpe_ratio,0.09095641110104369,2.3660516157124416
13,RL,cost,0.373518433773168,0.21920234315403903
14,RL,risk,0.5238947441936908,0.28499239942412247
15,RL,value,1.2258108737244335,21.536458405894653
16,RL,wealth,0.8522924399512655,21.53903050028593
17,RL,wealth_net_risk,0.3283976957575747,21.536539224854454
