,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.1032431285877545,2.35228079199104
1,Markowitz,cost,0.04440485974655146,0.032849083667989325
2,Markowitz,risk,0.33195386182182535,0.2790354082800641
3,Markowitz,value,0.6248920310590791,16.57903524746876
4,Markowitz,wealth,0.5804871713125275,16.579869708015327
5,Markowitz,wealth_net_risk,0.24853330949070232,16.587271996676787
6,GP,sharpe_ratio,0.10200194208040636,2.3560978630802563
7,GP,cost,0.12288766175731795,0.09158247789550698
8,GP,risk,0.1928521536319846,0.14577445532959207
9,GP,value,0.5019621950157677,12.40829848423542
10,GP,wealth,0.3790745332584497,12.41025219398217
11,GP,wealth_net_risk,0.18622237962646507,12.417628507025636
12,RL,sharpe_ratio,-0.0473319913113895,2.3525105892778044
13,RL,cost,0.08130309790240506,0.09164984644235441
14,RL,risk,0.20113154233099767,0.31854911873240316
15,RL,value,0.23923700771719947,13.15431126089586
16,RL,wealth,0.15793390981479438,13.149085696100528
17,RL,wealth_net_risk,-0.0431976325162033,13.128444955534547
