DATE,VALUE
1980-01-01,13.3379500000000
1980-02-01,12.6765600000000
1980-03-01,12.7868000000000
1980-04-01,12.3458700000000
1980-05-01,12.0151800000000
1980-06-01,11.4640200000000
1980-07-01,11.4640200000000
1980-08-01,11.0231000000000
1980-09-01,10.1412500000000
1980-10-01,10.3617100000000
1980-11-01,10.3617100000000
1980-12-01,10.2514800000000
1981-01-01,10.2514800000000
1981-02-01,10.5821800000000
1981-03-01,11.2435600000000
1981-04-01,11.5742600000000
1981-05-01,11.7947200000000
1981-06-01,11.5742600000000
1981-07-01,10.8393800000000
1981-08-01,10.3494700000000
1981-09-01,9.3696350000000
1981-10-01,9.3696350000000
1981-11-01,10.0310200000000
1981-12-01,10.8026400000000
1982-01-01,11.6844900000000
1982-02-01,12.3458700000000
1982-03-01,13.0072600000000
1982-04-01,13.2277200000000
1982-05-01,14.1095700000000
1982-06-01,14.1095700000000
1982-07-01,14.1095700000000
1982-08-01,14.1095700000000
1982-09-01,14.7709500000000
1982-10-01,14.7709500000000
1982-11-01,15.2118800000000
1982-12-01,15.2118800000000
1983-01-01,15.2118800000000
1983-02-01,15.4323400000000
1983-03-01,15.4323400000000
1983-04-01,13.7788700000000
1983-05-01,14.3300300000000
1983-06-01,14.5504900000000
1983-07-01,14.5504900000000
1983-08-01,14.5504900000000
1983-09-01,13.2277200000000
1983-10-01,13.2277200000000
1983-11-01,13.6686400000000
1983-12-01,12.5663300000000
1984-01-01,13.0072600000000
1984-02-01,13.0072600000000
1984-03-01,12.6765600000000
1984-04-01,12.6765600000000
1984-05-01,12.6765600000000
1984-06-01,12.6765600000000
1984-07-01,11.7947200000000
1984-08-01,12.4561000000000
1984-09-01,11.2435600000000
1984-10-01,11.6844900000000
1984-11-01,11.6844900000000
1984-12-01,11.6844900000000
1985-01-01,11.9049500000000
1985-02-01,12.1254100000000
1985-03-01,12.3458700000000
1985-04-01,12.7868000000000
1985-05-01,12.7868000000000
1985-06-01,12.3183100000000
1985-07-01,12.0771800000000
1985-08-01,11.8963400000000
1985-09-01,10.9128700000000
1985-10-01,11.3537900000000
1985-11-01,11.3537900000000
1985-12-01,11.7947200000000
1986-01-01,12.0151800000000
1986-02-01,12.7868000000000
1986-03-01,13.2277200000000
1986-04-01,13.6686400000000
1986-05-01,13.5363700000000
1986-06-01,13.4085000000000
1986-07-01,13.3062000000000
1986-08-01,13.2684600000000
1986-09-01,13.0072600000000
1986-10-01,12.8970300000000
1986-11-01,12.8970300000000
1986-12-01,13.1174900000000
1987-01-01,13.3379500000000
1987-02-01,13.3379500000000
1987-03-01,12.8970300000000
1987-04-01,12.8970300000000
1987-05-01,13.1174900000000
1987-06-01,13.1174900000000
1987-07-01,13.1174900000000
1987-08-01,12.4009900000000
1987-09-01,11.6844900000000
1987-10-01,11.9049500000000
1987-11-01,11.9049500000000
1987-12-01,11.9049500000000
1988-01-01,12.1254100000000
1988-02-01,12.7868000000000
1988-03-01,13.4481800000000
1988-04-01,13.6686400000000
1988-05-01,13.8891100000000
1988-06-01,13.8891100000000
1988-07-01,13.8891100000000
1988-08-01,13.8891100000000
1988-09-01,12.5663300000000
1988-10-01,13.0072600000000
1988-11-01,13.4481800000000
1988-12-01,13.6686400000000
1989-01-01,13.8891100000000
1989-02-01,14.1095700000000
1989-03-01,14.1095700000000
1989-04-01,14.1095700000000
1989-05-01,14.1095700000000
1989-06-01,13.0072600000000
1989-07-01,13.0072600000000
1989-08-01,11.5742600000000
1989-09-01,11.0231000000000
1989-10-01,10.5821800000000
1989-11-01,10.5821800000000
1989-12-01,10.5821800000000
1990-01-01,9.5900970000000
1990-02-01,10.2514800000000
1990-03-01,10.4719400000000
1990-04-01,10.8026400000000
1990-05-01,11.0231000000000
1990-06-01,11.2435600000000
1990-07-01,9.7003280000000
1990-08-01,9.9207900000000
1990-09-01,10.5821800000000
1990-10-01,11.5742600000000
1990-11-01,11.5742600000000
1990-12-01,11.5742600000000
1991-01-01,12.2356400000000
1991-02-01,12.8970300000000
1991-03-01,13.2277200000000
1991-04-01,13.2277200000000
1991-05-01,12.6765600000000
1991-06-01,11.3537900000000
1991-07-01,9.4798660000000
1991-08-01,9.9207900000000
1991-09-01,10.1412500000000
1991-10-01,10.1412500000000
1991-11-01,9.9207900000000
1991-12-01,10.9128700000000
1992-01-01,10.1412500000000
1992-02-01,10.2514800000000
1992-03-01,10.2514800000000
1992-04-01,10.4719400000000
1992-05-01,10.8026400000000
1992-06-01,10.9128700000000
1992-07-01,11.4640200000000
1992-08-01,12.5663300000000
1992-09-01,12.5663300000000
1992-10-01,12.5663300000000
1992-11-01,11.0231000000000
1992-12-01,11.2435600000000
1993-01-01,13.0072600000000
1993-02-01,13.1174900000000
1993-03-01,13.3379500000000
1993-04-01,13.3379500000000
1993-05-01,13.3379500000000
1993-06-01,13.3379500000000
1993-07-01,12.8235400000000
1993-08-01,12.5173400000000
1993-09-01,11.7947200000000
1993-10-01,11.9049500000000
1993-11-01,11.9049500000000
1993-12-01,12.0151800000000
1994-01-01,12.0151800000000
1994-02-01,12.0151800000000
1994-03-01,13.4481800000000
1994-04-01,13.6135300000000
1994-05-01,13.8248000000000
1994-06-01,14.0008700000000
1994-07-01,14.1475900000000
1994-08-01,14.3800800000000
1994-09-01,14.4402600000000
1994-10-01,14.8811900000000
1994-11-01,14.8811900000000
1994-12-01,14.8811900000000
1995-01-01,15.5425700000000
1995-02-01,15.6528000000000
1995-03-01,15.6528000000000
1995-04-01,15.6528000000000
1995-05-01,16.0937300000000
1995-06-01,16.0937300000000
