DATE,VALUE
1980-01-01,760.961364746094
1981-01-01,845.839172363281
1982-01-01,744.794148763021
1983-01-01,764.451965332031
1984-01-01,921.898600260417
1985-01-01,783.374959309896
1986-01-01,753.980061848958
1987-01-01,798.072428385417
1988-01-01,1240.282430013020
1989-01-01,1656.219645182290
1990-01-01,1517.916666666670
1991-01-01,1121.360209147140
1992-01-01,1241.834116617840
1993-01-01,963.964401245118
1994-01-01,998.223175048829
1995-01-01,1031.087371826170
1996-01-01,1024.975092569990
1997-01-01,1314.898234049480
1998-01-01,1024.284800211590
1999-01-01,1075.799834451320
2000-01-01,1127.697763739880
2001-01-01,886.819469100332
2002-01-01,778.901929413179
2003-01-01,827.966565421294
2004-01-01,1048.040036974850
2005-01-01,1380.547472943720
2006-01-01,3266.180637431580
2007-01-01,3249.725735300590
2008-01-01,1884.830804520770
2009-01-01,1658.390290103420
2010-01-01,2160.356990863190
2011-01-01,2195.531929086410
2012-01-01,1950.022520130200
2013-01-01,1910.166082800050
2014-01-01,2160.971273684050
2015-01-01,1931.678469580570
2016-01-01,2089.975036075040
