DATE,VALUE
1991-01-01,91.6060636352796
1991-04-01,88.1208354349975
1991-07-01,84.1897347513623
1991-10-01,83.6190299114404
1992-01-01,83.5835317395738
1992-04-01,84.6746681072429
1992-07-01,87.6597193004821
1992-10-01,84.3050123104414
1993-01-01,84.2887379523277
1993-04-01,86.1094005410586
1993-07-01,85.9356529644350
1993-10-01,84.6404524002886
1994-01-01,88.0672585136267
1994-04-01,92.8640299553422
1994-07-01,96.7000687394093
1994-10-01,98.8234883744172
1995-01-01,101.4189138763120
1995-04-01,102.0527240555670
1995-07-01,101.7971111307030
1995-10-01,99.4636522930850
1996-01-01,99.4140395874479
1996-04-01,104.3208296329320
1996-07-01,99.8125850664530
1996-10-01,95.5013825782747
1997-01-01,99.3494850065972
1997-04-01,99.4747501198263
1997-07-01,94.7539329152684
1997-10-01,91.0943918064037
1998-01-01,86.6279798299962
1998-04-01,86.8441624482436
1998-07-01,81.3357623290270
1998-10-01,78.0692973887835
1999-01-01,75.8457631541040
1999-04-01,74.9288939129295
1999-07-01,76.0225406896418
1999-10-01,78.1718840137163
2000-01-01,80.4777011327392
2000-04-01,80.7013716368547
2000-07-01,78.6405300164688
2000-10-01,76.9804824949397
2001-01-01,78.0743734206015
2001-04-01,78.9803273473132
2001-07-01,76.0060423832484
2001-10-01,70.8112302801908
2002-01-01,72.6579865009687
2002-04-01,75.1985142047416
2002-07-01,79.7604673096421
2002-10-01,80.6609981587614
2003-01-01,81.0883953019155
2003-04-01,79.6696789617851
2003-07-01,80.0525160994373
2003-10-01,86.7509762292531
2004-01-01,94.4507811153194
2004-04-01,96.4654280579407
2004-07-01,93.4431531572017
2004-10-01,91.9615891066705
2005-01-01,98.1525655508743
2005-04-01,99.2659924150507
2005-07-01,100.1020172205970
2005-10-01,102.4794248134790
2006-01-01,111.1132777723440
2006-04-01,124.7604831154870
2006-07-01,126.9018668061800
2006-10-01,130.2576751918470
2007-01-01,134.0694197276370
2007-04-01,143.6160630917950
2007-07-01,141.1569526930550
2007-10-01,143.0975876801040
2008-01-01,161.6004095366590
2008-04-01,167.8102194167520
2008-07-01,159.4444311711170
2008-10-01,117.6257423247930
2009-01-01,113.0743663329640
2009-04-01,122.9962901205740
2009-07-01,133.1127865529340
2009-10-01,140.5315740725990
2010-01-01,150.2661454574630
2010-04-01,155.8430099745760
2010-07-01,159.2614104200710
2010-10-01,180.1349411857210
2011-01-01,201.5334174135760
2011-04-01,200.4483645143540
2011-07-01,191.5343383472050
2011-10-01,168.3708145495500
2012-01-01,173.1792966883720
2012-04-01,170.2642447055260
2012-07-01,171.3823600405060
2012-10-01,170.1538645621860
2013-01-01,174.9406608013810
2013-04-01,169.8972417385810
2013-07-01,166.2893587895580
2013-10-01,164.5038165089350
2014-01-01,167.0210567598040
2014-04-01,168.3379992920240
2014-07-01,161.1212440304330
2014-10-01,152.8269299031490
2015-01-01,142.5024655423550
2015-04-01,138.5541073187600
2015-07-01,131.1107177917710
2015-10-01,123.6367173370590
2016-01-01,123.7788813758730
2016-04-01,132.7973301726930
2016-07-01,133.4296183495350
2016-10-01,135.9124505476680
2017-01-01,143.8326535560520
2017-04-01,138.6717653816050
