agent_type,sharpe_ratio,final_cost,final_risk,final_value,final_wealth,final_wealth_net_risk
Markowitz,0.19963769501530956,0.34693178701585986,1.7633158093504062,13.545761079464654,13.198829292448794,11.435513483098388
GP,-0.33869585323357626,1.0587596566892026,0.9725578151074836,-14.487622301601052,-15.546381958290254,-16.518939773397737
RL,0.41437350263688033,3.0364868404807566,9.882973426641454,66.56962733225684,63.53314049177609,53.65016706513463
