agent_type,sharpe_ratio,final_cost,final_risk,final_value,final_wealth,final_wealth_net_risk
Markowitz,0.19963769501530956,0.34693178701585986,1.7633158093504062,13.545761079464654,13.198829292448794,11.435513483098388
GP,-0.33869585323357626,1.0587596566892026,0.9725578151074836,-14.487622301601052,-15.546381958290254,-16.518939773397737
RL,-1.5806761866684644,0.7453644554803183,0.289612046837859,-42.910680152090244,-43.656044607570564,-43.945656654408424
