agent_type,sharpe_ratio,final_cost,final_risk,final_value,final_wealth,final_wealth_net_risk
Markowitz,-0.5777603768010281,12.720313628224854,45.30584708673388,-232.9112871798659,-245.63160080809075,-290.93744789482463
GP,-0.6585739604151737,41.72450352638966,39.363286314855465,-211.4206793245821,-253.14518285097176,-292.50846916582725
RL,1.5364774035480342,56.66625062303028,66.6182692163045,706.1005712376077,649.4343206145775,582.816051398273
