agent_type,sharpe_ratio,final_cost,final_risk,final_value,final_wealth,final_wealth_net_risk
Markowitz,0.1996376950153096,0.3469317870158599,1.7633158093504064,13.545761079464661,13.198829292448801,11.435513483098395
GP,-0.33869585323357604,1.0587596566892026,0.9725578151074834,-14.487622301601055,-15.546381958290258,-16.51893977339774
RL,0.7375152416399213,0.9814341566839003,4.170392256063195,80.53433091586092,79.55289675917702,75.38250450311382
