agent_type,sharpe_ratio,final_cost,final_risk,final_value,final_wealth,final_wealth_net_risk
Markowitz,0.1996376950153096,0.3469317870158599,1.7633158093504064,13.545761079464661,13.198829292448801,11.435513483098395
GP,-0.33869585323357604,1.0587596566892026,0.9725578151074834,-14.487622301601055,-15.546381958290258,-16.51893977339774
RL,0.19871207564431692,1.1187322891350835,2.272276682995386,16.65842249236384,15.539690203228757,13.26741352023337
