agent_type,sharpe_ratio,final_cost,final_risk,final_value,final_wealth,final_wealth_net_risk
Markowitz,-0.5777603768010281,12.720313628224854,45.30584708673388,-232.9112871798659,-245.63160080809075,-290.93744789482463
GP,-0.6585739604151737,41.72450352638966,39.363286314855465,-211.4206793245821,-253.14518285097176,-292.50846916582725
RL,0.20915856256356014,66.9988202244894,78.54395904492358,173.6625271625256,106.6637069380362,28.119747893112617
