agent_type,chunk_id,sharpe_ratio
Markowitz,0,-0.13106386746274917
Markowitz,1,3.416303732303015
Markowitz,2,-1.8362269668940057
Markowitz,3,3.038113556473085
Markowitz,4,-0.503093103344957
Markowitz,5,
GP,0,0.03954871576750429
GP,1,0.5296505964356908
GP,2,-1.5288507010125436
GP,3,2.359476264024024
GP,4,-0.9784729467532757
GP,5,
RL,0,0.22623387587686286
RL,1,3.851251051556598
RL,2,-1.4446498253325035
RL,3,3.138450090858072
RL,4,0.26050039702937483
RL,5,
