,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.23034750360088127,2.3665838477360146
1,Markowitz,cost,1.3092421800368348,2.458386974699462
2,Markowitz,risk,4.148017536563304,10.723054368482412
3,Markowitz,value,12.824141853333382,103.57838840836433
4,Markowitz,wealth,11.514899673296549,103.05644726968556
5,Markowitz,wealth_net_risk,7.366882136733244,100.89145612318309
6,GP,sharpe_ratio,0.2866854991539166,2.3716104558865667
7,GP,cost,4.189687113510401,7.561590438785418
8,GP,risk,3.94022490232054,9.026373481376917
9,GP,value,18.978656210556622,107.82346339148317
10,GP,wealth,14.78896909704622,105.26622730191659
11,GP,wealth_net_risk,10.848744194725679,102.47084540051848
12,RL,sharpe_ratio,0.1905707070406369,2.3820345874999416
13,RL,cost,5.488842201755643,5.064279792490502
14,RL,risk,10.477130758084671,10.385150727773517
15,RL,value,23.992254204588612,153.95351131647843
16,RL,wealth,18.50341200283297,153.02149251595668
17,RL,wealth_net_risk,8.026281244748299,151.16711167092018
