,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.12015172432252715,2.363196660105698
1,Markowitz,cost,0.044557739545477565,0.03357406046226486
2,Markowitz,risk,0.32818678454118655,0.28011504390042163
3,Markowitz,value,0.76888471798857,16.684990085833817
4,Markowitz,wealth,0.7243269784430925,16.685539547483508
5,Markowitz,wealth_net_risk,0.3961401939019061,16.69366251181052
6,GP,sharpe_ratio,0.12359726497574657,2.3688035981427653
7,GP,cost,0.12352360904365468,0.09382950740016502
8,GP,risk,0.19146920373208046,0.1464633694687053
9,GP,value,0.687703857098547,12.60306392956649
10,GP,wealth,0.5641802480548921,12.601724156306064
11,GP,wealth_net_risk,0.3727110443228118,12.60471104285755
12,RL,sharpe_ratio,0.0854825504447256,2.3647424450701147
13,RL,cost,0.8821832887898566,0.4236238726374168
14,RL,risk,3.2866039758581884,0.8110315675996579
15,RL,value,2.6491341752580917,53.952856802481925
16,RL,wealth,1.766950886468235,53.95950492992212
17,RL,wealth_net_risk,-1.519653089389954,53.97511262395395
