batch,reward_RL,model_convergence,backtesting_sharperatio,simulationtesting_sharperatio_av2std,simulationtesting_wealthnetrisk_av2std,simulationtesting_wealth_av2std
0,-23.08228184613811,0.0,1.5612571804844406,0.08206184713096439,0.01563365164266987,0.10530466249204101
1,-0.21137851269259675,0.8890094332677034,0.18172721743291773,0.11076712831751104,0.048418342057273515,0.13706929156342698
2,0.03593378221135198,0.47753005407346744,0.20915856256356014,0.11109337381832397,0.0527274404102007,0.13387739776151716
3,0.07882856352609109,0.1750732464955615,0.6248555748770286,0.09344761197309136,-0.012840054012362332,0.1042082374509865
4,-0.38398792592472614,0.22874116740074807,1.5364774035480342,0.08000333330199454,0.05309541973799784,0.12092034719177427
5,0.040831544388309104,0.18647328026196244,-0.6523396804288033,0.1273513316707239,0.06400131282500292,0.14223603828022133
