Date,^GSPC,r,pnl,f_r,f_pnl
1987-01-13 00:00:00-05:00,259.95001220703125,-0.001344508652900367,-0.3499755859375,1.3171994144452128,1.3210821632584742
1987-01-14 00:00:00-05:00,262.6400146484375,0.010348152779711572,2.69000244140625,1.3081614603824951,1.3023017659983172
1987-01-15 00:00:00-05:00,265.489990234375,0.01085126190596819,2.8499755859375,1.2881554846040573,1.2814502370105687
1987-01-16 00:00:00-05:00,266.2799987792969,0.0029756622621608386,0.790008544921875,1.1265218853069423,1.1278823287431667
1987-01-19 00:00:00-05:00,269.3399963378906,0.011491653795334456,3.05999755859375,1.1951657927573864,1.1970959073756908
1987-01-20 00:00:00-05:00,269.0400085449219,-0.0011137885091243582,-0.29998779296875,1.2206482603532933,1.2180671644851795
1987-01-21 00:00:00-05:00,267.8399963378906,-0.004460348531511782,-1.20001220703125,0.5559206807455773,0.5513495386410984
1987-01-22 00:00:00-05:00,273.9100036621094,0.022662811406856553,6.07000732421875,0.5782461028353186,0.5760567198446748
1987-01-23 00:00:00-05:00,270.1000061035156,-0.013909669262367252,-3.80999755859375,0.20527571004056858,0.19836469218032082
1987-01-26 00:00:00-05:00,269.6099853515625,-0.0018142196996667748,-0.490020751953125,0.02018948638387051,0.01481804165929451
1987-01-27 00:00:00-05:00,273.75,0.015355568685778032,4.1400146484375,0.23746554652537363,0.2323547713235192
1987-01-28 00:00:00-05:00,275.3999938964844,0.006027374964326482,1.649993896484375,0.3951184800980136,0.3902903232932732
1987-01-29 00:00:00-05:00,274.239990234375,-0.004212068583216433,-1.160003662109375,0.02624882206095698,0.022016776351521758
1987-01-30 00:00:00-05:00,274.0799865722656,-0.0005834439462043539,-0.160003662109375,0.37385075748651964,0.3720920103682914
1987-02-02 00:00:00-05:00,276.45001220703125,0.008647204286624355,2.370025634765625,0.6548083518147413,0.6541580425858138
1987-02-03 00:00:00-05:00,275.989990234375,-0.001664033106686058,-0.46002197265625,0.30191801388243394,0.3000215267220739
1987-02-04 00:00:00-05:00,279.6400146484375,0.013225205779973548,3.6500244140625,0.4128303082348855,0.41222877573351563
1987-02-05 00:00:00-05:00,281.1600036621094,0.005435520433593188,1.519989013671875,0.8007075112684661,0.8020687293855058
1987-02-06 00:00:00-05:00,280.0400085449219,-0.003983479522690181,-1.1199951171875,0.6065722012534236,0.6033686047932989
1987-02-09 00:00:00-05:00,278.1600036621094,-0.006713343898898327,-1.8800048828125,0.15621464212755448,0.15276057149861424
1987-02-10 00:00:00-05:00,275.07000732421875,-0.011108701097243823,-3.089996337890625,-0.06395905959767753,-0.06741039000020167
1987-02-11 00:00:00-05:00,277.5400085449219,0.008979536681335887,2.470001220703125,-0.17554310044224355,-0.17963640868954583
1987-02-12 00:00:00-05:00,275.6199951171875,-0.006917969909277399,-1.920013427734375,-0.5153285171675306,-0.5225216590114862
1987-02-13 00:00:00-05:00,279.70001220703125,0.01480305189073472,4.08001708984375,-0.01686081426521187,-0.02164076781257532
1987-02-17 00:00:00-05:00,285.489990234375,0.020700671343046206,5.78997802734375,0.3839858442375075,0.38249167194282374
1987-02-18 00:00:00-05:00,285.4200134277344,-0.0002451112439465497,-0.069976806640625,0.6691851623431488,0.6668917858008401
1987-02-19 00:00:00-05:00,285.57000732421875,0.00052551989849281,0.149993896484375,0.5019293017942131,0.5017031331667486
1987-02-20 00:00:00-05:00,285.4800109863281,-0.00031514632343176974,-0.089996337890625,0.7125271981201984,0.7111006090681473
1987-02-23 00:00:00-05:00,282.3800048828125,-0.010858925263471764,-3.100006103515625,0.170777281553264,0.16594122333646263
1987-02-24 00:00:00-05:00,282.8800048828125,0.0017706636141163745,0.5,-0.3563949439733447,-0.3573912754475094
1987-02-25 00:00:00-05:00,284.0,0.0039592586886849634,1.1199951171875,-0.17107361454997697,-0.1733066347595007
1987-02-26 00:00:00-05:00,282.9599914550781,-0.0036620019187389996,-1.040008544921875,-0.31506955868336856,-0.31706937539939606
1987-02-27 00:00:00-05:00,284.20001220703125,0.004382318311421107,1.240020751953125,-0.13709745466470896,-0.13983621739217697
1987-03-02 00:00:00-05:00,283.0,-0.004222421377508834,-1.20001220703125,0.10785730302193662,0.10587376244265245
1987-03-03 00:00:00-05:00,284.1199951171875,0.003957579919390497,1.1199951171875,0.20009689519625065,0.19823101877275903
1987-03-04 00:00:00-05:00,288.6199951171875,0.01583837842227176,4.5,0.40123140170961563,0.40046499094237875
1987-03-05 00:00:00-05:00,290.5199890136719,0.006583029341792335,1.899993896484375,0.7395775627625034,0.7408439883947364
1987-03-06 00:00:00-05:00,290.6600036621094,0.00048194497360709576,0.1400146484375,0.6031395098557459,0.605237714655241
1987-03-09 00:00:00-05:00,288.29998779296875,-0.00811950677563511,-2.360015869140625,0.4287161789273292,0.42327439897274094
1987-03-10 00:00:00-05:00,290.8599853515625,0.008879631172347136,2.55999755859375,0.5232733231112494,0.5196406420914149
1987-03-11 00:00:00-05:00,290.30999755859375,-0.0018909022232947992,-0.54998779296875,0.17457513932889998,0.17179250964342874
1987-03-12 00:00:00-05:00,291.2200012207031,0.0031345929170962794,0.910003662109375,0.07931069469268068,0.07714055727265948
1987-03-13 00:00:00-05:00,289.8900146484375,-0.004566947897434059,-1.329986572265625,-0.07690680553603933,-0.07977944506547681
1987-03-16 00:00:00-05:00,288.2300109863281,-0.005726322323045596,-1.660003662109375,-0.005628110922118483,-0.008011200136339701
1987-03-17 00:00:00-05:00,292.4700012207031,0.0147104398319442,4.239990234375,0.1360421826211837,0.13395259207259927
1987-03-18 00:00:00-05:00,292.7799987792969,0.0010599294194273412,0.30999755859375,0.21114251964414132,0.20966301156224731
1987-03-19 00:00:00-05:00,294.0799865722656,0.004440152327306768,1.29998779296875,0.24087747053473693,0.24036377562284922
1987-03-20 00:00:00-05:00,298.1700134277344,0.013907872151183165,4.09002685546875,0.6532599052317877,0.6554132114468034
1987-03-23 00:00:00-05:00,301.1600036621094,0.010027803265668211,2.989990234375,1.4847770898784516,1.4933379021456674
1987-03-24 00:00:00-05:00,301.6400146484375,0.001593873623625841,0.480010986328125,1.1110524282365881,1.112691942471787
1987-03-25 00:00:00-05:00,300.3800048828125,-0.004177197004494038,-1.260009765625,0.7283587454129323,0.724131476013259
1987-03-26 00:00:00-05:00,300.92999267578125,0.0018309733804795503,0.54998779296875,0.640173187043426,0.6386905872585933
1987-03-27 00:00:00-05:00,296.1300048828125,-0.01595051310867579,-4.79998779296875,-0.1389194355000146,-0.14147439767793268
1987-03-30 00:00:00-05:00,289.20001220703125,-0.02340185918858051,-6.92999267578125,-0.7147540011546015,-0.716532366423234
1987-03-31 00:00:00-05:00,291.70001220703125,0.008644536287952587,2.5,-0.5073690343154238,-0.5156941921560668
1987-04-01 00:00:00-05:00,292.3800048828125,0.0023311369466061382,0.67999267578125,-0.3891166601966166,-0.3960603582935942
1987-04-02 00:00:00-05:00,293.6300048828125,0.004275258154198935,1.25,-0.34423385244003035,-0.3523399604074858
1987-04-03 00:00:00-05:00,300.4100036621094,0.023090279149103887,6.779998779296875,0.17740595732162842,0.1724072410707586
1987-04-06 00:00:00-04:00,301.95001220703125,0.005126355734325072,1.540008544921875,1.0390834282286099,1.038819355800616
1987-04-07 00:00:00-04:00,296.69000244140625,-0.017420134303616108,-5.260009765625,0.24220359379087175,0.23352954989495667
1987-04-08 00:00:00-04:00,297.260009765625,0.0019212218798350111,0.57000732421875,0.2363446380223916,0.22825790964527898
1987-04-09 00:00:00-04:00,292.8599853515625,-0.014801938604293574,-4.4000244140625,-0.02531183604425944,-0.03150585600386527
1987-04-10 00:00:00-04:00,292.489990234375,-0.0012633856986072889,-0.3699951171875,-0.5195315383890854,-0.5186068098109187
1987-04-13 00:00:00-04:00,285.6199951171875,-0.02348796658539498,-6.8699951171875,-1.0121133801140536,-1.0157688404489584
1987-04-14 00:00:00-04:00,279.1600036621094,-0.022617434232598654,-6.459991455078125,-1.0169353373966834,-1.0196624741159237
1987-04-15 00:00:00-04:00,284.44000244140625,0.018913879889784324,5.279998779296875,-0.4860184786911398,-0.5042176770513348
1987-04-16 00:00:00-04:00,286.9100036621094,0.008683733650339587,2.470001220703125,-0.20988440742464198,-0.22101101687901745
